source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Aspect,Slope,temperature,precipitation,wind_speed,event_year,event_month,event_day,event_weekday,season_encoded,event_hour,time_of_day_encoded,risk_zone,distance_to_nearest_landslide,location_risk_score,landslide_occurred
160,780,2,8,57,487,967,480,4,2,7,1,8,32,11,7,0,2,0,2,0,0,1,53,356,287,0,0,0,553,112,0,0,182,221,243,0,8,17,0,1,0,0,2,558,0,1
160,780,1262,8,57,855,15,847,4,2,7,1,8,11,11,7,0,2,0,1262,0,0,18,38,184,343,0,0,0,56,132,0,0,195,248,259,0,8,17,0,1,0,0,3,603,0,1
160,780,1264,8,57,607,480,599,4,2,7,1,8,14,11,7,0,2,0,1264,0,0,18,30,207,1018,0,0,0,18,167,642,243,202,221,283,0,8,17,0,1,0,0,3,538,0,1
160,780,8,8,57,814,967,807,8,2,7,1,8,32,11,7,0,2,0,8,0,0,1,201,152,1155,0,0,0,769,126,0,0,199,267,731,0,8,17,0,1,0,0,2,490,0,1
160,780,1263,8,57,398,12,391,4,2,7,1,8,2,11,7,0,2,0,1263,0,0,1,122,136,589,0,0,0,684,149,0,0,191,0,245,0,8,17,0,1,0,0,3,487,0,1
160,780,3,8,57,169,967,167,4,2,7,1,8,32,11,7,0,2,0,3,0,0,1,31,64,146,0,0,0,656,80,0,0,189,126,737,0,8,17,0,1,0,0,2,561,0,1
111,935,30,9,57,338,24,332,4,2,2,1,8,32,11,7,0,2,0,30,0,0,15,296,282,15,0,0,0,234,1078,642,243,180,0,638,0,9,11,0,2,0,0,0,145,0,1
302,889,55,10,57,87,1022,86,4,3,7,1,8,32,11,7,0,2,0,55,0,0,29,17,218,550,0,0,0,851,578,111,170,155,407,593,0,9,7,0,2,0,0,4,852,0,1
114,788,58,11,57,270,1021,266,4,2,7,1,8,28,11,7,0,2,0,58,0,0,4,98,81,819,0,0,0,960,456,367,206,201,167,365,0,9,10,3,2,0,0,1,880,0,1
111,939,59,12,57,20,998,18,1,2,2,1,8,32,11,7,0,2,0,59,0,0,16,272,52,225,0,0,0,261,52,541,0,187,0,312,0,9,12,4,2,0,0,2,1177,0,1
166,0,61,13,57,100,1024,100,5,2,7,1,8,1,11,7,0,2,0,61,0,0,5,155,29,588,0,0,0,805,239,0,0,204,374,800,0,9,13,5,2,0,0,4,867,0,1
302,890,63,14,57,951,1027,942,5,2,7,1,8,32,11,7,0,2,0,63,0,0,21,12,58,535,0,0,0,978,341,0,0,129,344,789,0,9,18,3,2,0,0,1,1206,0,1
127,284,64,15,57,1055,1016,1044,1,5,7,0,8,30,11,7,0,2,0,64,0,0,21,274,336,168,0,0,0,923,372,0,0,160,221,227,0,9,19,4,2,0,0,4,559,0,1
103,261,65,16,57,1089,1017,1078,6,2,7,1,8,32,11,7,0,2,0,65,0,0,7,3,347,224,0,0,0,75,98,66,222,198,328,780,0,9,20,5,2,0,0,3,584,0,1
111,940,69,17,57,900,1086,892,4,2,2,1,8,32,11,7,0,2,0,69,0,0,22,121,287,557,0,0,0,1032,210,0,0,160,0,448,0,9,23,0,2,0,0,1,886,0,1
111,940,66,17,57,1076,271,1066,5,2,2,1,8,14,11,7,0,2,0,66,0,0,37,78,340,86,0,0,0,615,821,180,242,134,248,103,0,9,23,0,2,0,0,0,975,0,1
111,940,71,17,57,362,654,356,5,2,2,1,8,32,11,7,0,2,0,71,0,0,37,47,124,101,0,0,0,727,782,216,242,123,167,527,0,9,23,0,2,0,0,0,1055,0,1
111,940,73,17,57,134,481,133,5,2,2,1,8,32,11,7,0,2,0,73,0,0,37,98,264,1146,0,0,0,702,753,354,242,131,54,492,0,9,23,0,2,0,0,0,1054,0,1
111,940,67,17,57,513,1086,506,4,2,2,1,8,32,11,7,0,2,0,67,0,0,22,121,287,1199,0,0,0,1029,211,0,0,145,0,448,0,9,23,0,2,0,0,1,879,0,1
302,886,74,18,57,488,1025,481,4,3,7,1,8,20,11,7,0,2,0,74,0,0,5,222,173,151,0,0,0,824,523,551,153,120,344,78,0,10,11,3,2,0,0,4,725,0,1
73,648,77,19,57,977,1008,967,4,2,7,1,8,32,11,7,0,2,0,77,0,0,15,296,282,214,0,0,0,233,1080,642,243,182,167,647,0,10,27,0,2,0,0,0,74,0,1
253,698,81,20,57,126,1023,125,1,2,7,1,8,32,11,7,0,2,0,81,0,0,7,26,172,578,0,0,0,95,88,273,211,192,365,459,0,10,28,1,2,0,0,3,988,0,1
23,0,82,21,57,568,1018,561,1,2,7,1,8,32,11,7,0,2,0,82,0,0,13,212,190,928,0,0,0,158,63,525,234,185,365,262,0,10,30,3,2,0,0,2,466,0,1
11,471,83,22,57,865,1019,857,8,2,7,1,8,32,11,7,0,2,0,83,0,0,37,37,39,549,0,0,0,586,709,559,242,194,392,586,0,10,2,5,2,0,0,0,1171,0,1
49,133,88,23,57,298,385,292,8,2,7,1,8,3,11,7,0,2,0,88,0,0,11,54,168,1052,0,0,0,519,1010,642,243,39,0,430,0,10,3,6,2,0,0,0,741,0,1
153,569,93,23,57,388,1020,382,4,2,7,0,8,14,11,7,0,2,0,93,0,0,11,337,171,179,0,0,0,312,959,0,0,169,471,31,0,10,3,6,2,0,0,0,537,0,1
153,0,94,24,57,468,1026,461,6,2,7,1,8,32,11,7,0,2,0,94,0,0,1,252,94,811,0,0,0,627,136,0,0,169,0,463,0,10,4,0,2,0,0,3,488,0,1
104,242,95,25,57,297,664,291,5,0,2,4,8,27,11,7,0,2,0,95,0,0,28,211,38,286,0,0,0,59,472,0,0,196,54,311,0,10,5,1,2,0,0,0,1122,0,1
153,570,144,26,57,285,1056,280,4,2,7,1,8,32,11,7,0,2,0,144,0,0,5,216,169,787,0,0,0,857,560,439,178,199,221,324,0,10,17,5,2,0,0,4,367,0,1
96,257,155,27,57,700,1013,692,8,0,7,1,8,32,11,7,0,2,0,155,0,0,21,40,300,795,0,0,0,968,377,0,0,123,0,517,0,10,18,6,2,0,0,1,621,0,1
237,635,149,27,57,1004,1057,994,6,3,1,1,8,1,11,1,0,2,0,149,0,0,19,118,115,959,0,0,0,1071,295,0,0,166,499,699,0,10,18,6,2,0,0,1,582,0,1
127,804,157,27,57,935,741,926,8,2,7,1,8,32,11,7,0,2,0,157,0,0,4,205,111,695,0,0,0,1024,333,0,0,161,462,628,0,10,18,6,2,0,0,1,1249,0,1
93,742,167,28,57,790,1066,783,5,2,7,1,8,1,11,7,0,2,0,167,0,0,25,338,149,660,0,0,0,1093,402,0,0,175,0,593,0,10,20,1,2,0,0,1,1247,0,1
302,884,176,29,57,256,1007,252,1,2,7,1,8,32,11,7,0,2,0,176,0,0,5,24,90,626,0,0,0,810,541,433,122,76,0,343,0,10,21,2,2,0,0,4,477,0,1
237,636,182,30,57,1091,1063,1080,4,2,7,1,8,32,11,7,0,2,0,182,0,0,19,118,115,863,0,0,0,1099,318,0,0,149,0,40,0,10,24,4,2,0,0,1,986,0,1
37,78,190,30,57,1131,1010,1121,1,2,7,1,8,32,11,7,0,2,0,190,0,0,5,168,46,41,0,0,0,844,212,0,0,205,0,710,0,10,24,4,2,0,0,4,513,0,1
153,571,197,31,57,530,1099,523,8,2,7,1,8,1,11,7,0,2,0,197,0,0,18,1,211,922,0,0,0,57,135,0,0,179,300,253,0,11,0,5,2,0,0,3,875,0,1
153,0,232,32,57,178,1028,176,6,2,7,1,8,7,11,7,0,2,0,232,0,0,5,24,90,133,0,0,0,833,559,605,13,113,444,407,0,11,26,2,2,0,0,4,1132,0,1
153,0,236,32,57,766,1078,759,5,2,7,1,8,32,11,7,0,2,0,236,0,0,15,214,28,1011,0,0,0,255,1059,642,243,162,0,324,0,11,26,2,2,0,0,0,404,0,1
153,0,245,33,57,797,1101,790,4,2,7,0,8,32,11,7,0,2,0,245,0,0,37,229,256,114,0,0,0,751,681,324,242,123,319,365,0,11,27,3,2,0,0,0,465,0,1
302,887,256,34,57,688,1084,680,4,2,7,0,8,32,11,7,0,2,0,256,0,0,35,269,305,814,0,0,0,881,592,600,158,180,467,448,0,11,28,4,2,0,0,4,432,0,1
153,565,261,34,57,179,1067,177,4,2,7,1,8,32,11,7,0,2,0,261,0,0,5,222,173,96,0,0,0,835,514,270,107,108,490,448,0,11,28,4,2,0,0,4,240,0,1
253,699,254,34,57,628,1032,620,6,2,7,1,8,30,11,7,0,2,0,254,0,0,7,282,244,245,0,0,0,77,103,214,200,189,364,249,0,11,28,4,2,0,0,3,420,0,1
237,637,296,35,57,524,1072,517,5,2,7,1,8,32,11,7,0,2,0,296,0,0,19,118,115,739,0,0,0,1104,306,0,0,114,126,680,0,11,29,5,2,0,0,1,1190,0,1
121,282,308,36,57,301,1058,295,5,2,7,1,8,1,11,7,0,2,0,308,0,0,29,17,218,246,0,0,0,845,582,596,140,131,167,139,0,11,30,6,2,0,0,4,819,0,1
237,638,309,36,57,573,1001,565,4,2,7,1,8,32,11,7,0,2,0,309,0,0,25,338,149,537,0,0,0,1142,361,0,0,109,54,638,0,11,30,6,2,0,0,1,881,0,1
193,521,315,37,57,1102,33,1091,4,2,7,1,8,32,11,7,0,2,0,315,0,0,19,171,129,754,0,0,0,1117,250,0,0,119,221,655,0,11,1,0,2,0,0,1,1244,0,1
127,805,316,37,57,862,1029,854,1,2,7,1,8,32,11,7,0,2,0,316,0,0,29,172,96,568,0,0,0,902,609,343,183,97,319,417,0,11,1,0,2,0,0,4,341,0,1
302,891,335,38,57,691,1076,683,6,1,7,1,8,32,11,7,0,2,0,335,0,0,35,269,305,624,0,0,0,882,593,352,144,185,281,103,0,11,2,1,2,0,0,4,231,0,1
65,304,331,38,57,61,1079,60,8,2,7,1,8,32,11,7,0,2,0,331,0,0,21,141,229,67,0,0,0,931,371,0,0,135,0,686,0,11,2,1,2,0,0,1,1075,0,1
237,639,329,38,57,636,1064,628,5,2,7,1,8,20,11,7,0,2,0,329,0,0,19,171,129,303,0,0,0,1114,258,0,0,154,0,605,0,11,2,1,2,0,0,1,711,0,1
114,789,336,39,57,270,1047,266,1,2,7,1,8,32,11,7,0,2,0,336,0,0,4,98,81,1008,0,0,0,962,460,541,164,194,0,651,0,11,4,3,2,0,0,1,316,0,1
302,885,341,40,57,253,1003,249,5,2,7,1,8,32,11,7,0,2,0,341,0,0,29,17,218,444,0,0,0,834,600,380,120,163,0,566,0,11,9,1,2,0,0,4,518,0,1
25,472,345,41,57,606,680,598,5,2,7,1,8,32,11,7,0,2,0,345,0,0,5,216,169,579,0,0,0,869,566,482,138,182,0,672,0,11,12,3,2,0,0,4,804,0,1
303,892,348,42,57,653,613,645,4,2,7,1,8,32,11,7,0,2,0,348,0,0,27,71,291,609,0,0,0,786,206,0,0,184,459,462,0,11,15,6,2,0,0,4,995,0,1
93,745,350,43,57,704,1098,696,5,2,7,1,8,32,11,7,0,2,0,350,0,0,22,134,150,289,0,0,0,1003,245,0,0,138,364,545,0,11,21,5,2,0,0,1,467,0,1
237,640,360,44,57,637,1073,629,6,2,7,0,8,32,11,7,0,2,0,360,0,0,25,338,149,282,0,0,0,1106,397,0,0,107,319,64,0,1,7,1,3,0,0,1,391,0,1
193,518,367,45,57,577,1074,569,5,2,7,1,8,32,11,7,0,2,0,367,0,0,25,338,149,721,0,0,0,1140,349,0,0,90,0,78,0,1,10,4,3,0,0,1,1115,0,1
55,139,368,46,57,695,1011,687,4,2,7,1,8,32,11,7,0,2,0,368,0,0,4,34,175,956,0,0,0,1059,274,0,0,127,0,448,0,1,13,6,3,0,0,1,768,0,1
91,740,369,47,57,906,999,897,4,2,7,1,8,1,11,7,0,2,0,369,0,0,32,309,290,416,0,0,0,578,49,0,0,99,0,763,0,1,17,3,3,0,0,2,749,0,1
62,296,373,48,57,724,19,717,4,2,7,0,8,32,11,7,0,2,0,373,0,0,31,343,237,175,0,0,0,343,39,116,19,72,0,545,0,1,18,4,3,0,0,2,1173,0,1
153,572,376,49,57,1145,1097,1135,8,2,7,1,8,14,11,7,0,2,0,376,0,0,31,97,12,994,0,0,0,435,26,393,16,148,0,717,0,1,23,1,3,0,0,2,1002,0,1
155,294,500,50,57,15,1050,1009,4,2,7,1,8,5,8,7,0,0,0,500,0,0,15,195,177,254,0,0,0,367,1200,642,243,21,0,507,0,3,7,6,0,0,0,0,624,0,1
252,235,511,51,57,387,1015,381,4,2,7,1,8,1,11,7,0,2,0,511,0,0,15,81,83,48,0,0,0,272,1056,642,243,233,126,717,1,0,27,6,0,0,0,0,732,0,1
308,895,514,52,57,1132,1068,1122,4,2,7,1,8,32,11,7,0,2,0,514,0,0,15,184,23,558,33,0,0,217,1113,642,243,10,0,717,1,0,28,0,0,0,0,0,717,0,1
210,535,516,53,57,770,35,763,4,2,7,1,8,32,11,7,0,2,0,516,0,0,15,296,282,15,0,0,0,247,1068,642,243,256,344,690,1,0,30,2,0,0,0,0,304,0,1
40,528,524,54,57,771,1044,764,5,2,8,1,8,32,11,7,0,2,0,524,0,0,15,296,282,825,46,0,0,225,1085,642,243,263,0,737,1,0,7,2,0,0,0,0,671,0,1
137,5,546,55,57,507,29,1117,6,2,2,1,1,32,11,7,0,2,0,546,0,0,15,342,310,776,34,0,0,231,1101,642,243,16,344,690,1,4,22,6,0,0,0,0,1198,0,1
260,741,556,56,57,454,36,447,4,2,7,1,8,32,11,7,0,2,0,556,0,0,14,242,22,257,0,0,0,523,74,0,0,133,0,769,1,4,29,4,0,0,0,2,516,0,1
277,776,577,57,57,842,1031,834,1,2,7,1,8,32,11,7,0,2,0,577,0,0,15,296,282,33,0,0,0,242,1075,642,243,14,0,758,1,4,4,2,0,0,0,0,182,0,1
218,573,572,57,57,45,16,44,1,2,7,1,8,32,11,7,0,2,0,572,0,0,31,104,348,267,0,0,0,356,35,311,52,84,0,448,1,4,4,2,0,0,0,2,447,0,1
292,827,600,58,57,713,1083,706,4,2,8,1,8,19,11,7,0,2,0,600,0,0,11,322,196,791,25,0,0,444,979,290,242,5,0,694,1,5,8,0,0,0,0,0,1123,0,1
218,566,610,59,57,112,11,112,5,2,7,1,8,14,11,7,0,2,0,610,0,0,15,195,177,761,0,0,0,479,1181,642,243,12,0,605,1,5,23,6,0,0,0,0,1207,0,1
184,473,620,60,57,769,1069,762,5,2,7,1,8,32,11,7,0,2,0,620,0,0,15,291,18,570,0,0,0,186,1138,642,243,232,344,655,1,6,26,5,1,0,0,0,614,0,1
219,588,685,61,57,450,1096,444,4,0,10,1,8,4,11,7,0,2,0,685,0,0,15,81,83,515,23,0,0,286,1053,642,243,74,0,739,1,7,0,3,1,0,0,0,590,0,1
210,536,711,62,57,983,1033,973,5,2,2,1,8,32,11,7,0,2,0,711,0,0,15,291,18,905,0,0,0,185,1141,642,243,55,300,190,1,7,26,0,1,0,0,0,653,0,1
292,828,773,63,57,372,27,366,8,2,4,1,8,25,11,7,0,2,0,773,0,0,27,279,33,958,22,0,0,780,199,0,0,212,0,769,1,7,9,6,1,0,0,4,748,0,1
127,806,782,64,57,27,1100,26,5,3,4,1,8,25,11,7,0,2,0,782,0,0,4,67,304,500,35,0,0,1025,299,0,0,170,126,343,1,7,12,1,1,0,0,1,884,0,1
273,0,786,65,57,782,968,775,6,2,2,1,8,32,11,7,0,2,0,786,0,0,16,185,93,1101,0,0,0,368,1217,364,12,154,0,613,1,7,20,2,1,0,0,2,583,0,1
292,825,808,66,57,300,1077,294,4,2,7,1,8,32,11,7,0,2,0,808,0,0,11,72,296,1126,21,0,0,464,899,212,242,127,0,717,1,8,22,1,1,0,0,0,425,0,1
208,533,811,67,57,355,969,349,5,2,7,1,8,32,11,7,0,2,0,811,0,0,7,310,60,136,0,0,0,78,96,326,156,193,374,287,1,8,27,4,1,0,0,3,308,0,1
182,460,812,68,57,1164,1030,1154,8,2,5,1,8,32,11,7,0,2,0,812,0,0,19,219,329,634,0,0,0,1100,268,0,0,154,167,573,1,8,30,0,1,0,0,1,771,0,1
310,376,813,69,57,325,1014,319,4,2,7,0,8,16,11,7,0,2,0,813,0,0,3,221,116,586,0,0,0,1074,568,174,43,171,339,743,1,8,5,5,1,0,0,1,536,0,1
218,567,816,70,57,143,522,141,5,2,7,1,8,32,11,7,0,2,0,816,0,0,15,151,318,629,0,0,0,194,1001,642,243,191,350,233,1,8,6,6,1,0,0,0,1131,0,1
127,807,815,70,57,498,1042,492,4,2,2,1,8,10,11,7,0,2,0,815,0,0,4,266,231,124,0,0,0,1122,594,638,159,190,167,651,1,8,6,6,1,0,0,1,1001,0,1
294,831,818,71,57,552,1051,545,4,2,7,1,8,32,11,7,0,2,0,818,0,0,11,322,196,402,0,0,0,476,991,58,242,236,126,545,1,8,9,2,1,0,0,0,446,0,1
236,641,819,72,57,669,1061,661,4,3,5,1,8,32,11,7,0,2,0,819,0,0,19,118,115,506,0,0,0,1086,292,0,0,147,328,40,1,8,10,3,1,0,0,1,720,0,1
301,888,822,73,57,489,1071,482,4,2,7,1,8,32,11,7,0,2,0,822,0,0,5,222,173,38,0,0,0,821,518,454,145,121,126,190,1,8,12,4,1,0,0,4,181,0,1
218,574,833,74,57,1061,923,1050,4,2,2,1,8,32,11,7,0,2,0,833,0,0,31,343,237,110,0,0,0,340,42,79,170,75,0,748,1,8,17,2,1,0,0,2,225,0,1
286,266,839,75,57,490,91,483,6,2,10,1,8,32,11,7,0,2,0,839,0,0,5,222,173,147,0,0,0,828,522,120,108,121,0,14,1,8,21,6,1,0,0,4,53,0,1
184,474,851,76,57,374,584,368,6,2,2,1,8,32,11,7,0,2,0,851,0,0,5,216,169,235,160,0,0,880,563,230,100,133,267,407,1,8,23,0,1,0,0,4,684,0,1
186,477,899,77,57,992,196,982,6,2,7,1,8,6,11,7,0,2,0,899,0,0,37,224,55,573,0,0,0,742,668,202,242,133,451,78,1,9,9,4,2,0,0,0,848,0,1
236,642,932,78,57,705,906,698,1,2,2,1,8,32,11,7,0,2,0,932,0,0,25,338,149,1131,0,0,0,1109,396,0,0,146,0,206,1,10,28,3,2,0,0,1,681,0,1
291,800,953,79,57,89,384,88,4,2,7,1,8,32,11,7,0,2,0,953,0,0,11,131,128,891,0,0,0,419,896,103,242,130,300,324,1,10,29,4,2,0,0,0,468,0,1
218,568,964,80,57,258,1045,254,4,2,7,1,8,32,11,7,0,2,0,964,0,0,7,36,266,1125,0,0,0,104,89,11,234,182,420,463,1,10,30,5,2,0,0,3,540,0,1
182,461,973,81,57,219,1000,215,5,2,2,1,8,32,11,7,0,2,0,973,0,0,13,90,313,713,0,0,0,279,53,255,185,151,452,430,1,10,1,6,2,0,0,2,1203,0,1
305,307,975,81,57,597,1070,589,8,2,7,1,8,32,11,7,0,2,0,975,0,0,18,261,180,1120,0,0,0,47,151,0,0,153,344,473,1,10,1,6,2,0,0,3,1129,0,1
279,779,976,81,57,232,28,228,5,2,7,1,8,14,11,7,0,2,0,976,0,0,28,302,155,458,0,0,0,285,311,0,0,193,0,227,1,10,1,6,2,0,0,0,757,0,1
182,462,980,82,57,1114,1009,1103,5,2,7,1,8,32,11,7,0,2,0,980,0,0,13,132,289,471,0,0,0,282,60,203,186,151,248,655,1,10,3,1,2,0,0,2,742,0,1
305,295,982,82,57,359,782,353,6,3,7,2,8,32,11,7,0,2,0,982,0,0,13,61,303,389,0,0,0,154,79,413,205,170,371,263,1,10,3,1,2,0,0,2,464,0,1
182,0,981,82,54,65,612,64,1,2,2,0,8,32,11,7,0,2,0,981,0,0,13,280,164,1193,29,0,0,267,77,157,221,151,167,292,1,10,3,1,2,0,0,2,491,0,1
248,677,989,83,57,444,1052,438,5,2,7,1,8,32,11,7,0,2,0,989,0,0,4,266,231,363,0,0,0,1105,581,292,169,197,126,190,1,10,5,3,2,0,0,1,441,0,1
308,896,991,83,57,941,1085,932,8,0,5,1,8,32,11,7,0,2,0,991,0,0,11,208,307,280,0,0,0,432,872,227,242,138,248,638,1,10,5,3,2,0,0,0,509,0,1
305,305,1000,84,57,863,1049,855,4,2,2,1,8,32,11,7,0,2,0,1000,0,0,15,335,139,178,0,0,0,173,1026,642,243,149,248,139,1,10,6,4,2,0,0,0,909,0,1
292,829,1021,85,57,939,1012,930,4,2,7,1,8,32,11,7,0,2,0,1021,0,0,11,79,301,134,0,0,0,443,887,280,242,102,0,638,1,10,8,6,2,0,0,0,1147,0,1
248,663,1053,86,57,40,1062,39,5,3,2,1,8,22,11,7,0,2,0,1053,0,0,25,253,349,913,28,0,0,1158,442,641,67,156,339,139,1,10,10,1,2,0,0,1,1061,0,1
174,64,1081,87,57,852,1060,844,4,2,2,1,8,32,11,7,0,2,0,1081,0,0,29,172,96,203,0,0,0,898,605,3,68,118,414,665,1,10,20,3,2,0,0,4,90,0,1
236,643,1088,88,57,457,1088,450,4,0,2,1,8,32,11,7,0,2,0,1088,0,0,25,338,149,109,0,0,0,1127,392,0,0,126,0,686,1,10,21,4,2,0,0,1,1159,0,1
304,893,1117,89,57,962,1087,952,6,5,7,1,8,32,11,7,0,2,0,1117,0,0,7,339,268,553,0,0,0,88,91,28,181,190,281,764,1,11,1,2,2,0,0,3,546,0,1
205,523,1132,90,57,618,600,610,5,2,2,1,8,32,11,7,0,2,1,1132,0,0,11,0,82,982,0,0,0,588,926,263,242,260,411,665,1,11,10,4,2,0,0,0,1248,0,1
228,612,1128,90,57,54,356,53,1,2,2,1,8,28,11,7,0,2,0,1128,0,0,11,156,234,92,0,0,0,484,784,177,242,151,414,766,1,11,10,4,2,0,0,0,1058,0,1
280,781,1130,90,57,885,1059,877,1,2,2,0,8,21,11,7,0,2,0,1130,0,0,11,79,301,83,0,0,0,446,887,242,242,88,434,566,1,11,10,4,2,0,0,0,151,0,1
228,614,1136,91,57,254,44,250,4,2,7,1,8,32,11,7,0,2,0,1136,0,0,10,182,255,521,0,0,0,416,809,10,242,110,0,613,1,11,14,0,2,0,0,0,762,0,1
182,463,1150,92,57,516,1075,509,4,3,7,1,8,32,11,7,0,2,0,1150,0,0,36,174,298,176,0,0,0,569,545,0,0,152,0,748,1,1,3,6,3,0,0,0,871,0,1
1,1,1154,93,57,605,493,597,5,2,2,1,8,14,11,7,0,2,0,1154,0,0,15,44,302,546,0,0,0,145,1123,642,243,143,0,78,1,1,14,2,3,0,0,0,904,0,1
224,187,1156,94,57,385,1036,379,5,2,2,1,8,29,11,7,0,2,0,1156,0,0,4,234,27,703,0,0,0,929,480,415,201,129,0,566,1,1,21,2,3,0,0,1,1072,0,1
291,801,1161,94,57,1106,724,1095,5,3,2,1,8,4,11,7,0,2,0,1161,0,0,3,294,41,463,0,0,0,988,618,211,143,42,0,586,1,1,21,2,3,0,0,1,486,0,1
281,786,1160,94,57,733,1036,726,5,2,2,1,8,32,11,7,0,2,0,1160,0,0,4,266,231,209,0,0,0,1141,596,170,112,115,0,190,1,1,21,2,3,0,0,1,349,0,1
283,792,1232,95,57,767,1103,760,4,2,7,1,8,32,11,7,0,2,0,1232,0,0,15,296,282,141,26,0,0,248,1079,642,243,53,167,713,1,3,12,5,0,0,0,0,185,0,1
228,618,1237,96,57,377,1094,371,4,5,10,1,8,1,11,7,0,2,0,1237,0,0,11,208,307,593,0,0,0,418,850,191,242,256,0,655,1,3,13,6,0,0,0,0,428,0,1
213,552,6,97,57,850,989,842,6,2,9,1,8,28,11,3,0,2,0,6,0,0,5,24,90,620,0,0,0,813,540,249,165,56,475,710,2,7,18,1,1,0,0,4,153,0,1
213,552,5,97,57,492,989,485,6,2,9,1,8,29,11,3,0,2,0,5,0,0,5,222,173,28,0,0,0,825,515,400,127,95,468,754,2,7,18,1,1,0,0,4,79,0,1
213,552,4,97,57,180,989,178,4,2,9,1,8,6,11,3,0,2,0,4,0,0,5,24,90,133,0,0,0,818,552,331,14,63,476,713,2,7,18,1,1,0,0,4,803,0,1
127,808,7,98,16,924,83,915,6,3,2,1,8,0,11,7,0,2,0,7,0,0,5,23,236,465,0,0,0,876,522,545,126,176,126,527,2,8,8,2,1,0,0,4,386,0,1
305,297,9,99,8,35,633,34,2,5,1,1,8,1,11,7,0,2,0,9,0,0,18,261,180,580,0,0,0,42,152,0,0,170,0,754,2,8,21,0,1,0,0,3,1241,0,1
127,942,14,100,26,123,519,21,2,2,2,1,8,0,11,7,0,1,0,14,0,0,35,59,191,799,0,0,0,885,621,100,150,197,126,393,2,9,0,2,2,0,0,4,1236,0,1
174,71,10,101,57,176,762,174,1,2,7,1,8,0,11,7,0,2,0,10,0,0,5,24,90,130,0,0,0,837,507,442,140,128,54,31,2,9,22,4,2,0,0,4,300,0,1
104,941,12,102,57,425,802,418,1,2,2,1,8,0,11,7,0,2,0,12,0,0,5,222,173,13,0,0,0,823,513,277,95,127,494,206,2,9,14,2,2,0,0,4,51,0,1
104,941,11,102,57,250,802,246,1,2,2,1,8,0,11,7,0,2,0,11,0,0,5,222,173,915,0,0,0,839,502,88,93,148,403,476,2,9,14,2,2,0,0,4,696,0,1
176,74,13,102,57,182,802,180,1,2,2,1,2,0,11,7,0,2,0,13,0,0,5,24,90,130,0,0,0,817,551,12,73,93,448,0,2,9,14,2,2,0,0,4,143,0,1
